Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ALL,ALL,ALL,ALL,ALL,ALL
Datetime,,,,,,
2025-02-21 14:30:00+00:00,188.67999267578125,188.67999267578125,190.5,188.0,190.5,242183
2025-02-21 15:30:00+00:00,188.02999877929688,188.02999877929688,189.0399932861328,187.97000122070312,188.28500366210938,118157
2025-02-21 16:30:00+00:00,188.1199951171875,188.1199951171875,188.64500427246094,187.97000122070312,188.11500549316406,179685
2025-02-21 17:30:00+00:00,186.77999877929688,186.77999877929688,188.47000122070312,186.77999877929688,188.3446044921875,184638
2025-02-21 18:30:00+00:00,186.3000030517578,186.3000030517578,187.16000366210938,186.19000244140625,187.02999877929688,235843
2025-02-21 19:30:00+00:00,186.3800048828125,186.3800048828125,186.73069763183594,185.75,186.63999938964844,341261
2025-02-21 20:30:00+00:00,185.6699981689453,185.6699981689453,186.60069274902344,185.39999389648438,186.32000732421875,400512
2025-02-24 14:30:00+00:00,187.63999938964844,187.63999938964844,189.52000427246094,186.48500061035156,186.63999938964844,353964
2025-02-24 15:30:00+00:00,188.22000122070312,188.22000122070312,188.59500122070312,187.375,187.52999877929688,125193
2025-02-24 16:30:00+00:00,188.94000244140625,188.94000244140625,189.2866973876953,187.88999938964844,188.33999633789062,100211
2025-02-24 17:30:00+00:00,188.9499969482422,188.9499969482422,189.16000366210938,188.5399932861328,188.75999450683594,73562
2025-02-24 18:30:00+00:00,189.11000061035156,189.11000061035156,190.2949981689453,188.63999938964844,188.77999877929688,149290
2025-02-24 19:30:00+00:00,188.97000122070312,188.97000122070312,189.39999389648438,188.89950561523438,189.1699981689453,100776
2025-02-24 20:30:00+00:00,188.6999969482422,188.6999969482422,189.74000549316406,188.5399932861328,188.97000122070312,249509
2025-02-25 14:30:00+00:00,190.16000366210938,190.16000366210938,190.72999572753906,188.9199981689453,190.25,114842
2025-02-25 15:30:00+00:00,189.8800048828125,189.8800048828125,190.9071044921875,189.67999267578125,190.15499877929688,85757
2025-02-25 16:30:00+00:00,189.94000244140625,189.94000244140625,190.0500030517578,189.19000244140625,189.74000549316406,62857
2025-02-25 17:30:00+00:00,190.17999267578125,190.17999267578125,191.16409301757812,189.89999389648438,190.07000732421875,65362
2025-02-25 18:30:00+00:00,189.94500732421875,189.94500732421875,190.8699951171875,189.82000732421875,190.21499633789062,59008
2025-02-25 19:30:00+00:00,191.35000610351562,191.35000610351562,191.41749572753906,189.9550018310547,190.08999633789062,118419
2025-02-25 20:30:00+00:00,190.4499969482422,190.4499969482422,191.2100067138672,190.17999267578125,191.2100067138672,183488
2025-02-26 14:30:00+00:00,190.22000122070312,190.22000122070312,190.81500244140625,184.0,184.0,247034
2025-02-26 15:30:00+00:00,189.86500549316406,189.86500549316406,190.9499969482422,189.8249969482422,190.02000427246094,127793
2025-02-26 16:30:00+00:00,188.86000061035156,188.86000061035156,190.4499969482422,188.61500549316406,190.38999938964844,123201
2025-02-26 17:30:00+00:00,187.75,187.75,188.9199981689453,187.5500030517578,188.81500244140625,95947
2025-02-26 18:30:00+00:00,188.5800018310547,188.5800018310547,188.58999633789062,187.72999572753906,188.125,102049
2025-02-26 19:30:00+00:00,188.88999938964844,188.88999938964844,189.0,188.22999572753906,188.22999572753906,135766
2025-02-26 20:30:00+00:00,188.57000732421875,188.57000732421875,189.25,188.27000427246094,188.7899932861328,269910
2025-02-27 14:30:00+00:00,194.16000366210938,194.16000366210938,194.55999755859375,189.10000610351562,189.10000610351562,318675
2025-02-27 15:30:00+00:00,194.50999450683594,194.50999450683594,194.88999938964844,193.74009704589844,193.89999389648438,311232
2025-02-27 16:30:00+00:00,194.0749969482422,194.0749969482422,194.86500549316406,193.3699951171875,194.86500549316406,173360
2025-02-27 17:30:00+00:00,194.49000549316406,194.49000549316406,194.61000061035156,193.3699951171875,193.3699951171875,149144
2025-02-27 18:30:00+00:00,194.65499877929688,194.65499877929688,194.80999755859375,194.00999450683594,194.4149932861328,252973
2025-02-27 19:30:00+00:00,193.9499969482422,193.9499969482422,194.80999755859375,193.50999450683594,194.6699981689453,266140
2025-02-27 20:30:00+00:00,194.97000122070312,194.97000122070312,195.17999267578125,193.99000549316406,194.00999450683594,316097
2025-02-28 14:30:00+00:00,196.99000549316406,196.99000549316406,198.8699951171875,196.0,196.5800018310547,297823
2025-02-28 15:30:00+00:00,196.92999267578125,196.92999267578125,198.02999877929688,196.58999633789062,196.9949951171875,174536
2025-02-28 16:30:00+00:00,196.67999267578125,196.67999267578125,197.22999572753906,196.59010314941406,197.0399932861328,216517
2025-02-28 17:30:00+00:00,196.22000122070312,196.22000122070312,197.13999938964844,195.6699981689453,197.1300048828125,202557
2025-02-28 18:30:00+00:00,197.14999389648438,197.14999389648438,197.50999450683594,195.77999877929688,195.85000610351562,298265
2025-02-28 19:30:00+00:00,198.14999389648438,198.14999389648438,198.2100067138672,196.99000549316406,197.1750030517578,405341
2025-02-28 20:30:00+00:00,199.2100067138672,199.2100067138672,199.94000244140625,198.0,198.13999938964844,619155
