Timestamp,Actual,Predicted
2024-06-23,25.05120277404785,26.348593
2024-06-24,24.831315994262695,25.795778
2024-06-25,25.399450302124023,25.258171
2024-06-26,25.803598403930664,24.81486
2024-06-27,27.895298004150387,24.507776
2024-06-28,27.89578628540039,24.48345
2024-06-29,27.725507736206055,24.676064
2024-06-30,29.360876083374023,25.000929
2024-07-01,28.816137313842773,25.514952
2024-07-02,28.642642974853516,26.084627
2024-07-03,26.491296768188477,26.630228
2024-07-04,24.446414947509766,26.94391
2024-07-05,25.134418487548828,26.895401
2024-07-06,27.44342613220215,26.624567
2024-07-07,25.705129623413086,26.38527
2024-07-08,25.222187042236328,26.07073
2024-07-09,26.421600341796875,25.695107
2024-07-10,25.76766586303711,25.395939
2024-07-11,25.22551918029785,25.13423
2024-07-12,25.974353790283203,24.882679
2024-07-13,25.873245239257812,24.713161
2024-07-14,26.36935806274414,24.611343
2024-07-15,27.85492706298828,24.604555
2024-07-16,28.03032875061035,24.77968
2024-07-17,27.253253936767578,25.091743
2024-07-18,27.138296127319336,25.421629
2024-07-19,28.1879940032959,25.723703
2024-07-20,29.130952835083008,26.054098
2024-07-21,32.60565948486328,26.449324
2024-07-22,31.858896255493164,27.126104
2024-07-23,29.841068267822266,27.91049
2024-07-24,28.39635467529297,28.557657
2024-07-25,27.257287979125977,28.930178
2024-07-26,28.708839416503906,28.971594
2024-07-27,28.0848331451416,28.868935
2024-07-28,27.40057373046875,28.625679
2024-07-29,27.083110809326172,28.253092
2024-07-30,26.339189529418945,27.795979
2024-07-31,25.71908950805664,27.26197
2024-08-01,25.723108291625977,26.67094
2024-08-02,23.59450340270996,26.08786
2024-08-03,22.68356704711914,25.401815
2024-08-04,21.22766876220703,24.624773
2024-08-05,19.549341201782227,23.732742
2024-08-06,20.877193450927734,22.701338
2024-08-07,19.829347610473633,21.743214
2024-08-08,22.737106323242188,20.844645
2024-08-09,21.774154663085938,20.275043
2024-08-10,21.588260650634766,19.9346
2024-08-11,20.428546905517578,19.777334
2024-08-12,21.289514541625977,19.678486
2024-08-13,21.40406036376953,19.682861
2024-08-14,20.972698211669922,19.766779
2024-08-15,20.141338348388675,19.867603
2024-08-16,20.394376754760742,19.90689
2024-08-17,20.670944213867188,19.909079
2024-08-18,20.819700241088867,19.901257
2024-08-19,21.2274112701416,19.897926
2024-08-20,22.425113677978516,19.929066
2024-08-21,23.527414321899414,20.072712
2024-08-22,25.26703453063965,20.373789
2024-08-23,26.519519805908203,20.900345
2024-08-24,27.165842056274414,21.650633
2024-08-25,26.964920043945312,22.558304
2024-08-26,25.95624542236328,23.493656
2024-08-27,24.101638793945312,24.29231
2024-08-28,23.46433448791504,24.776289
2024-08-29,22.90632438659668,24.92918
2024-08-30,23.286901473999023,24.778349
2024-08-31,22.797574996948242,24.444838
2024-09-01,21.44817352294922,23.97475
2024-09-02,22.36886215209961,23.349949
2024-09-03,21.383655548095703,22.732811
2024-09-04,21.89966583251953,22.106535
2024-09-05,21.366561889648438,21.56514
2024-09-06,21.147371292114258,21.09508
2024-09-07,21.797344207763675,20.699999
2024-09-08,23.215967178344727,20.438137
2024-09-09,23.859668731689453,20.400105
2024-09-10,24.359909057617184,20.581898
2024-09-11,23.29693603515625,20.950176
2024-09-12,24.028888702392578,21.347218
2024-09-13,24.952272415161133,21.778917
2024-09-14,25.330501556396484,22.265099
2024-09-15,23.837696075439453,22.780008
2024-09-16,23.51923179626465,23.163519
2024-09-17,23.75840187072754,23.388823
2024-09-18,24.63865089416504,23.4924
2024-09-19,26.65570831298828,23.563578
2024-09-20,27.599931716918945,23.760557
2024-09-21,27.84765625,24.116245
2024-09-22,27.337196350097656,24.587788
2024-09-23,27.407100677490234,25.0713
2024-09-24,28.481760025024414,25.526342
2024-09-25,27.290143966674805,26.000479
2024-09-26,29.154499053955078,26.360952
2024-09-27,30.449289321899414,26.745235
2024-09-28,29.330692291259766,27.2173
2024-09-29,29.069881439208984,27.637648
2024-09-30,27.738948822021484,27.96505
2024-10-01,25.86651611328125,28.093597
2024-10-02,25.381216049194336,27.918966
2024-10-03,24.65347671508789,27.493208
2024-10-04,26.24127960205078,26.862217
2024-10-05,25.690710067749023,26.253464
2024-10-06,26.928571701049805,25.680174
2024-10-07,26.556774139404297,25.279604
2024-10-08,26.33306884765625,25.019302
2024-10-09,25.766281127929688,24.869514
2024-10-10,25.854782104492188,24.76943
2024-10-11,27.41640853881836,24.71597
2024-10-12,28.627531051635742,24.814116
2024-10-13,29.171485900878906,25.109203
2024-10-14,29.062816619873047,25.570656
2024-10-15,28.191293716430664,26.11033
2024-10-16,28.043020248413086,26.594574
2024-10-17,27.261091232299805,26.9796
2024-10-18,28.100568771362305,27.19497
2024-10-19,28.108549118041992,27.32627
2024-10-20,28.93516731262207,27.386953
2024-10-21,27.74962615966797,27.45641
2024-10-22,27.603822708129883,27.442574
2024-10-23,26.662872314453125,27.357985
2024-10-24,26.833412170410156,27.157167
2024-10-25,24.892988204956055,26.898594
2024-10-26,25.386613845825195,26.474064
2024-10-27,25.732751846313477,25.996056
2024-10-28,26.255901336669922,25.544903
2024-10-29,26.848377227783203,25.19384
2024-10-30,26.1982421875,24.994492
2024-10-31,25.01712417602539,24.879023
2024-11-01,24.79058074951172,24.745365
2024-11-02,24.088130950927734,24.585772
2024-11-03,23.538249969482422,24.362644
2024-11-04,22.70597267150879,24.065536
2024-11-05,23.995475769042965,23.673155
2024-11-06,27.033344268798828,23.334867
2024-11-07,27.383121490478516,23.293201
2024-11-08,28.776140213012695,23.513893
